bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State
522,0,854,4187.0,0-30%,,2,Cold,"MI, Ann Arbor",G2601610,,20 to 49 Unit,2,Natural Gas,65F,Yes,3F,Night -4h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,<10000,2,100%,89%,Occupied,Natural Gas Standard,Natural Gas,6.18,0.0,9.37,0,30,0.0,44.546802666177776,0.0,0.0,0.0,4080.721581078022,0.0,0.0,0.0,0.0,2170.4843456954777,0.0,4191.795516673295,7143.607335447917,0.0,0.0,0.0,0.0,11224.32891652594,5497.0,6072.0,7002.0,10.0352,9.8408,5.645,11.853,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
532,0,2678,108692.0,150%+,,3,Cold,"MI, Lansing",G2600650,,Single-Family Detached,2,Natural Gas,72F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,100000-119999,2,200%,85%,Occupied,Natural Gas Standard,Natural Gas,6.01,0.0,135.9,0,40,0.0,1701.5706334199222,0.0,0.0,0.0,8746.999160360145,0.0,0.0,0.0,0.0,77071.24389175065,0.0,7490.896553602,85649.14104462143,0.0,0.0,0.0,0.0,94396.14020498158,4599.0,249044.0,16035.0,4.507,5.4636000000000005,7.356,144.098,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
541,0,2179,74877.0,150%+,,2,Cold,Not in a census Place,G2601570,,Single-Family Detached,1,Natural Gas,72F,No,0F,,"AC, SEER 8",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,70000-79999,2,50%,85%,Occupied,Natural Gas Premium,Natural Gas,30.28,0.0,103.54,0,30,0.0,1711.2419787356057,0.0,0.0,0.0,7286.332946621788,0.0,0.0,0.0,0.0,67363.2646922958,0.0,2391.7530036755056,69755.31076704146,0.0,0.0,0.0,0.0,77041.64371366324,14993.0,189673.0,4297.0,9.0272,7.4702,26.976,97.444,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
579,0,1228,47457.0,60-80%,,3,Cold,Not in a census Place,G2601250,,Single-Family Detached,1,Natural Gas,72F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,45000-49999,2,200%,85%,Occupied,Natural Gas Standard,Natural Gas,2.89,0.0,39.62,0,40,0.0,314.4652582947944,0.0,0.0,0.0,6170.0252403357945,0.0,0.0,0.0,0.0,14170.572384967289,0.0,7286.626017691961,23520.41873667169,0.0,0.0,0.0,0.0,29690.44397700749,5342.0,45794.0,15151.0,2.3042,2.7531,5.475,38.618,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
597,0,881,55104.0,100-120%,,3,Cold,Not in a census Place,G2600050,,Single-Family Detached,1,Natural Gas,68F,Yes,3F,Night +5h,"AC, SEER 15",60% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,50000-59999,2,100%,85%,Occupied,Natural Gas Standard,Natural Gas,8.71,0.0,24.24,0,40,0.0,250.86883606742225,0.0,0.0,0.0,6134.270569774783,0.0,0.0,0.0,0.0,11374.381304454117,0.0,4733.976996491905,16108.358300946022,0.0,0.0,0.0,0.0,22242.628870720804,8756.0,36713.0,8437.0,16.631400000000003,14.5407,10.247,29.528,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
607,0,1698,31921.0,30-60%,,3,Cold,In another census Place,G2601630,,Single-Family Detached,1,Natural Gas,68F,Yes,3F,Night +3h,"Room AC, EER 10.7",<10% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,30000-34999,2,50%,85%,Occupied,Natural Gas Standard,Natural Gas,2.62,0.0,96.57,0,40,0.0,1272.8076577579611,0.0,0.0,0.0,4208.793638743284,0.0,0.0,0.0,0.0,50307.11455041281,0.0,3077.832378948678,54109.71168589739,0.0,0.0,0.0,0.0,58318.50532464068,1503.0,141552.0,4169.0,1.8523,2.1443000000000003,2.063,89.909,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
644,0,322,4849.0,0-30%,,1,Cold,In another census Place,G2600650,,20 to 49 Unit,3,Electricity,68F,Yes,6F,Night,"Room AC, EER 10.7",40% Conditioned,Room AC,Shared Heating,Non-Ducted Heating,Electricity Shared Heating,,,,<10000,1,100%,89%,Occupied,Electric Standard,Electricity,3.6,0.0,15.39,0,30,5442.915915238511,121.6244941214722,0.0,0.0,1479.422762229378,9979.949152574682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.4268092576,0.0,0.0,0.0,0.0,10486.375961832282,1753.0,18207.0,3941.0,5.054,7.076899999999999,3.177,16.508,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
652,0,634,0.0,Not Available,,1,Cold,In another census Place,G2600550,,Single-Family Detached,1,Propane,55F,Yes,6F,Night +3h,,,,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,,,Not Available,0,200%,85%,Vacant,Propane Premium,Propane,0.0,0.0,29.64,0,30,0.0,205.7358912609,0.0,0.0,0.0,891.5221954639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8138.290547612439,0.0,905.882677902339,9043.880154444609,9935.402349908509,0.0,22856.0,0.0,0.1028,0.2794,0.0,21.906,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
692,0,2115,54667.0,60-80%,,4,Cold,Not in a census Place,G2600990,,3 or 4 Unit,2,Natural Gas,68F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,Shared Heating,Ducted Heating,Natural Gas Shared Heating,,,,50000-59999,5,100%,96%,Occupied,Natural Gas Standard,Natural Gas,2.65,0.0,19.88,0,40,0.0,86.16289463063333,0.0,0.0,0.0,7168.518376412556,0.0,0.0,0.0,0.0,6508.522326384711,0.0,6680.555044575806,14230.651954352596,0.0,0.0,0.0,0.0,21399.17033076515,1944.0,16540.0,13919.0,4.4577,4.5906,2.494,15.582,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
695,0,1228,74877.0,120-150%,,3,Cold,"MI, St Clair Shores",G2600990,,Single-Family Detached,1,Natural Gas,67F,Yes,3F,Night -4h,"AC, SEER 15",60% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,70000-79999,2,50%,85%,Occupied,Electric Standard,Electricity,18.06,0.0,92.64,0,50,0.0,647.3939940104389,0.0,0.0,1380.657811581339,7177.603579587894,0.0,0.0,0.0,0.0,29564.13034576326,0.0,0.0,30214.748121545592,0.0,0.0,0.0,0.0,37392.35170113349,11597.0,95401.0,3593.0,12.6716,12.6753,20.302,82.559,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
784,0,854,27012.0,30-60%,,2,Cold,Not in a census Place,G2601250,,10 to 19 Unit,3,Natural Gas,65F,Yes,3F,Day and Night -2h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,25000-29999,1,100%,89%,Occupied,Natural Gas Standard,Natural Gas,11.31,0.0,20.97,0,30,0.0,99.05802171821112,0.0,0.0,0.0,4971.364563331405,0.0,0.0,0.0,0.0,5571.867186114289,0.0,3118.2761866324445,9384.7218090549,0.0,0.0,0.0,0.0,14356.086372386304,14948.0,17888.0,4007.0,2.4925,2.0921,9.728,18.819,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
797,0,881,0.0,Not Available,,4,Cold,Not in a census Place,G2600890,,Single-Family Detached,1,Natural Gas,55F,Yes,6F,Night +5h,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,Not Available,0,50%,85%,Vacant,Natural Gas Standard,Natural Gas,9.8,0.0,28.66,0,40,0.0,115.47000164785555,0.0,0.0,0.0,1555.0350983338112,0.0,0.0,0.0,0.0,5267.073273135178,0.0,1736.4460907704165,7003.519363905594,0.0,0.0,0.0,0.0,8558.554462239405,13357.0,16971.0,0.0,0.7912,0.2165,9.466,17.472,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
809,0,1698,54746.0,60-80%,,3,Cold,Not in a census Place,G2600810,,Single-Family Detached,2,Natural Gas,68F,No,0F,,"Room AC, EER 8.5",<10% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,50000-59999,3,100%,85%,Occupied,Electric Standard,Electricity,2.21,0.0,51.11,0,50,0.0,563.282596871011,0.0,0.0,3911.61957358865,9043.00094123409,0.0,0.0,0.0,0.0,22151.483767897244,0.0,0.0,24286.21344303171,0.0,0.0,0.0,0.0,33329.2143842658,2611.0,62382.0,12159.0,5.9014,6.9489,2.401,46.971,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
832,0,2678,150186.0,150%+,,3,Cold,Not in a census Place,G2600050,,Single-Family Detached,1,Natural Gas,70F,Yes,3F,Night +3h,"Room AC, EER 12.0",20% Conditioned,Room AC,"Fuel Furnace, 76% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,140000-159999,1,100%,85%,Occupied,Natural Gas Standard,Natural Gas,3.6,0.0,65.18,0,40,0.0,1143.8563868821834,0.0,0.0,0.0,7313.295485077633,0.0,0.0,0.0,0.0,47365.56021909421,0.0,2868.286563775539,50234.13985393992,0.0,0.0,0.0,0.0,57547.43533901755,1264.0,126637.0,3825.0,9.3892,9.3325,4.229,73.152,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
947,0,1228,16639.0,30-60%,,3,Cold,Not in a census Place,G2600050,,Single-Family Detached,1,Natural Gas,70F,Yes,3F,Night -3h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 76% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,15000-19999,1,100%,85%,Occupied,Natural Gas Standard,Natural Gas,39.23,0.0,87.87,0,40,0.0,1138.8741786892556,0.0,0.0,0.0,4731.9254990007,0.0,0.0,0.0,0.0,47150.73912465797,0.0,2901.110523634828,51356.01591055919,0.0,0.0,0.0,0.0,56087.94140955989,5242.0,126039.0,3980.0,3.273,2.8528,18.611,96.3,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
949,0,623,4849.0,0-30%,,2,Cold,In another census Place,G2601630,,3 or 4 Unit,2,Natural Gas,68F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,,,<10000,1,100%,96%,Occupied,Natural Gas Standard,Natural Gas,9.56,0.0,19.28,0,30,0.0,0.0,0.0,0.0,0.0,3761.2741145903,0.0,0.0,0.0,0.0,11158.974067877534,0.0,2993.427910739078,14152.40197861661,0.0,0.0,0.0,0.0,17913.67609320691,11653.0,25888.0,3867.0,2.5786,1.9128,8.278,19.531,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
965,0,2152,42184.0,80-100%,,3,Cold,In another census Place,G2601630,,Single-Family Attached,2,Natural Gas,75F,No,0F,,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,40000-44999,1,50%,104%,Occupied,Natural Gas Premium,Natural Gas,21.01,0.0,71.4,0,40,0.0,1667.2813182097725,0.0,0.0,0.0,7043.670100519189,0.0,0.0,0.0,0.0,65918.42431634673,0.0,1550.0528901408832,68299.62676149604,0.0,0.0,0.0,0.0,75343.29686201522,4317.0,185621.0,2221.0,5.3643,5.366899999999999,14.957,78.964,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1021,0,854,22223.0,30-60%,,1,Cold,In another census Place,G2600990,,3 or 4 Unit,1,Natural Gas,75F,Yes,3F,Night,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,20000-24999,1,200%,96%,Occupied,Natural Gas Standard,Natural Gas,15.35,0.0,38.06,0,30,0.0,522.2526470469,0.0,0.0,0.0,5138.415073329573,0.0,0.0,0.0,0.0,20693.45519379044,0.0,4221.102623690516,25748.345012120928,0.0,0.0,0.0,0.0,30886.7600854505,8641.0,58243.0,7532.0,2.338,2.4412,17.731,27.974,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1043,0,1698,0.0,Not Available,,3,Cold,Not in a census Place,G2601190,,Single-Family Detached,2,Propane,55F,Yes,3F,Night,"AC, SEER 13",60% Conditioned,Central AC,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Propane Fuel Boiler,,,,Not Available,0,200%,85%,Vacant,Propane Standard,Propane,8.97,0.0,48.82,0,40,0.0,77.37076252546667,0.0,0.0,0.0,1605.7363934736056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17975.22101794308,0.0,1677.5388056658,19653.05289467905,21258.789288152657,5028.0,46709.0,0.0,0.9633,0.1924,7.681,42.544,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1052,0,1698,89096.0,150%+,,3,Cold,In another census Place,G2600650,,Single-Family Detached,2,Natural Gas,70F,No,0F,,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,80000-99999,2,200%,85%,Occupied,Natural Gas Standard,Natural Gas,29.1,0.0,102.47,0,40,0.0,1543.6053265970943,0.0,0.0,0.0,10501.615657481238,0.0,0.0,0.0,0.0,60647.24804822915,0.0,7474.191502602183,69097.659285575,0.0,0.0,0.0,0.0,79599.27494305624,25874.0,170804.0,15958.0,13.661700000000002,12.3651,27.43,104.717,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1076,0,3310,47457.0,60-80%,,4,Cold,"MI, Detroit",G2601630,,Single-Family Detached,2,Natural Gas,68F,No,0F,,"Room AC, EER 9.8",40% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,45000-49999,2,50%,85%,Occupied,Natural Gas Standard,Natural Gas,22.49,0.0,197.31,0,40,0.0,2118.6107662749946,0.0,0.0,0.0,6622.820043751877,0.0,0.0,0.0,0.0,96582.74345953652,0.0,2856.56372096865,99819.42035851856,0.0,0.0,0.0,0.0,106442.24040227044,11340.0,312050.0,3699.0,5.2025,4.6147,18.064,181.254,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1079,0,1207,4187.0,0-30%,,2,Cold,"MI, Kalamazoo",G2600770,,Single-Family Attached,2,Natural Gas,72F,Yes,6F,Night -2h,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,<10000,2,100%,104%,Occupied,Natural Gas Standard,Natural Gas,10.89,0.0,20.22,0,30,0.0,212.4765258748611,0.0,0.0,0.0,5347.960888502711,0.0,0.0,0.0,0.0,8325.56296145249,0.0,4001.006249991178,12765.589674561656,0.0,0.0,0.0,0.0,18113.550563064367,12912.0,23385.0,6676.0,4.113,3.6247,8.924,23.113,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
1104,0,1228,37492.0,30-60%,,3,Cold,Not in a census Place,G2600990,,Single-Family Detached,1,Natural Gas,72F,Yes,6F,Day and Night -2h,"Room AC, EER 12.0",60% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,35000-39999,2,200%,85%,Occupied,Electric Premium,Electricity,9.77,0.0,71.84,0,50,0.0,630.6889430106222,0.0,0.0,4688.550980615211,13048.40325727785,0.0,0.0,0.0,0.0,24976.688884357467,0.0,0.0,25952.90861910114,0.0,0.0,0.0,0.0,39001.31187637899,4212.0,69853.0,15218.0,14.849,17.0845,9.849,59.864,Metadata_MI_Residential_MI_baseline_metadata_and_annual_results.csv,MI
