Season,scenario (heating_assignment__FULL_combined.csv),Feeder,Mix,% of Total Count of scenario (heating_assignment__FULL_combined.csv)
winter,un,circuit_8,3,43.840491790%
summer,un,circuit_8,3,43.840491790%
winter,un,circuit_7,3,43.840491790%
summer,un,circuit_7,3,43.840491790%
winter,un,circuit_6,3,43.840491790%
summer,un,circuit_6,3,43.840491790%
winter,un,circuit_5,3,43.840491790%
summer,un,circuit_5,3,43.840491790%
winter,un,circuit_4,3,43.840491790%
summer,un,circuit_4,3,43.840491790%
winter,un,circuit_3,3,43.840491790%
summer,un,circuit_3,3,43.840491790%
winter,un,circuit_2,3,43.840491790%
summer,un,circuit_2,3,43.840491790%
winter,un,circuit_1,3,43.840491790%
summer,un,circuit_1,3,43.840491790%
winter,un,circuit_61,2,19.428941196%
summer,un,circuit_61,2,19.428941196%
winter,un,circuit_60,2,19.428941196%
summer,un,circuit_60,2,19.428941196%
winter,un,circuit_59,2,19.428941196%
summer,un,circuit_59,2,19.428941196%
winter,un,circuit_58,2,19.428941196%
summer,un,circuit_58,2,19.428941196%
winter,un,circuit_57,2,19.428941196%
summer,un,circuit_57,2,19.428941196%
winter,un,circuit_56,2,19.428941196%
summer,un,circuit_56,2,19.428941196%
winter,un,circuit_55,2,19.428941196%
summer,un,circuit_55,2,19.428941196%
winter,un,circuit_54,2,19.428941196%
summer,un,circuit_54,2,19.428941196%
winter,un,circuit_53,2,19.428941196%
summer,un,circuit_53,2,19.428941196%
winter,un,circuit_52,2,19.428941196%
summer,un,circuit_52,2,19.428941196%
winter,un,circuit_51,2,19.428941196%
summer,un,circuit_51,2,19.428941196%
winter,un,circuit_50,2,19.428941196%
summer,un,circuit_50,2,19.428941196%
winter,un,circuit_49,2,19.428941196%
summer,un,circuit_49,2,19.428941196%
winter,un,circuit_48,2,19.428941196%
summer,un,circuit_48,2,19.428941196%
winter,un,circuit_47,2,19.428941196%
summer,un,circuit_47,2,19.428941196%
winter,un,circuit_46,2,19.428941196%
summer,un,circuit_46,2,19.428941196%
winter,un,circuit_45,2,19.428941196%
summer,un,circuit_45,2,19.428941196%
winter,un,circuit_44,2,19.428941196%
summer,un,circuit_44,2,19.428941196%
winter,un,circuit_43,2,19.428941196%
summer,un,circuit_43,2,19.428941196%
winter,un,circuit_42,2,19.428941196%
summer,un,circuit_42,2,19.428941196%
winter,un,circuit_41,2,19.428941196%
summer,un,circuit_41,2,19.428941196%
winter,un,circuit_40,2,19.428941196%
summer,un,circuit_40,2,19.428941196%
winter,un,circuit_39,2,19.428941196%
summer,un,circuit_39,2,19.428941196%
winter,un,circuit_38,2,19.428941196%
summer,un,circuit_38,2,19.428941196%
winter,un,circuit_37,2,19.428941196%
summer,un,circuit_37,2,19.428941196%
winter,un,circuit_35,2,19.428941196%
summer,un,circuit_35,2,19.428941196%
winter,un,circuit_34,2,19.428941196%
summer,un,circuit_34,2,19.428941196%
winter,un,circuit_33,2,19.428941196%
summer,un,circuit_33,2,19.428941196%
winter,un,circuit_32,2,19.428941196%
summer,un,circuit_32,2,19.428941196%
winter,un,circuit_31,2,19.428941196%
summer,un,circuit_31,2,19.428941196%
winter,un,circuit_30,2,19.428941196%
summer,un,circuit_30,2,19.428941196%
winter,un,circuit_29,2,19.428941196%
summer,un,circuit_29,2,19.428941196%
winter,un,circuit_28,2,19.428941196%
summer,un,circuit_28,2,19.428941196%
winter,un,circuit_27,2,19.428941196%
summer,un,circuit_27,2,19.428941196%
winter,un,circuit_26,2,19.428941196%
summer,un,circuit_26,2,19.428941196%
winter,un,circuit_25,2,19.428941196%
summer,un,circuit_25,2,19.428941196%
winter,un,circuit_24,2,19.428941196%
summer,un,circuit_24,2,19.428941196%
winter,un,circuit_23,2,19.428941196%
summer,un,circuit_23,2,19.428941196%
winter,un,circuit_22,2,19.428941196%
summer,un,circuit_22,2,19.428941196%
winter,un,circuit_21,2,19.428941196%
summer,un,circuit_21,2,19.428941196%
winter,un,circuit_20,2,19.428941196%
summer,un,circuit_20,2,19.428941196%
winter,un,circuit_19,2,19.428941196%
summer,un,circuit_19,2,19.428941196%
winter,un,circuit_18,2,19.428941196%
summer,un,circuit_18,2,19.428941196%
winter,un,circuit_17,2,19.428941196%
summer,un,circuit_17,2,19.428941196%
winter,un,circuit_16,2,19.428941196%
summer,un,circuit_16,2,19.428941196%
winter,un,circuit_15,2,19.428941196%
summer,un,circuit_15,2,19.428941196%
winter,un,circuit_14,2,19.428941196%
summer,un,circuit_14,2,19.428941196%
winter,un,circuit_11,2,19.428941196%
summer,un,circuit_11,2,19.428941196%
winter,un,circuit_10,2,19.428941196%
summer,un,circuit_10,2,19.428941196%
winter,un,circuit_9,2,19.428941196%
summer,un,circuit_9,2,19.428941196%
winter,un,circuit_8,2,19.428941196%
summer,un,circuit_8,2,19.428941196%
winter,un,circuit_7,2,19.428941196%
summer,un,circuit_7,2,19.428941196%
winter,un,circuit_6,2,19.428941196%
summer,un,circuit_6,2,19.428941196%
winter,un,circuit_5,2,19.428941196%
summer,un,circuit_5,2,19.428941196%
winter,un,circuit_4,2,19.428941196%
summer,un,circuit_4,2,19.428941196%
winter,un,circuit_3,2,19.428941196%
summer,un,circuit_3,2,19.428941196%
winter,un,circuit_2,2,19.428941196%
summer,un,circuit_2,2,19.428941196%
winter,un,circuit_1,2,19.428941196%
summer,un,circuit_1,2,19.428941196%
winter,un,circuit_61,1,1.743104424%
summer,un,circuit_61,1,1.743104424%
winter,un,circuit_60,1,1.743104424%
summer,un,circuit_60,1,1.743104424%
winter,un,circuit_59,1,1.743104424%
summer,un,circuit_59,1,1.743104424%
winter,un,circuit_58,1,1.743104424%
summer,un,circuit_58,1,1.743104424%
winter,un,circuit_57,1,1.743104424%
summer,un,circuit_57,1,1.743104424%
winter,un,circuit_56,1,1.743104424%
summer,un,circuit_56,1,1.743104424%
winter,un,circuit_55,1,1.743104424%
summer,un,circuit_55,1,1.743104424%
winter,un,circuit_54,1,1.743104424%
summer,un,circuit_54,1,1.743104424%
winter,un,circuit_53,1,1.743104424%
summer,un,circuit_53,1,1.743104424%
winter,un,circuit_52,1,1.743104424%
summer,un,circuit_52,1,1.743104424%
winter,un,circuit_51,1,1.743104424%
summer,un,circuit_51,1,1.743104424%
winter,un,circuit_50,1,1.743104424%
summer,un,circuit_50,1,1.743104424%
winter,un,circuit_49,1,1.743104424%
summer,un,circuit_49,1,1.743104424%
winter,un,circuit_48,1,1.743104424%
summer,un,circuit_48,1,1.743104424%
winter,un,circuit_47,1,1.743104424%
summer,un,circuit_47,1,1.743104424%
winter,un,circuit_46,1,1.743104424%
summer,un,circuit_46,1,1.743104424%
winter,un,circuit_45,1,1.743104424%
summer,un,circuit_45,1,1.743104424%
winter,un,circuit_44,1,1.743104424%
summer,un,circuit_44,1,1.743104424%
winter,un,circuit_43,1,1.743104424%
summer,un,circuit_43,1,1.743104424%
winter,un,circuit_42,1,1.743104424%
summer,un,circuit_42,1,1.743104424%
winter,un,circuit_41,1,1.743104424%
summer,un,circuit_41,1,1.743104424%
winter,un,circuit_40,1,1.743104424%
summer,un,circuit_40,1,1.743104424%
winter,un,circuit_39,1,1.743104424%
summer,un,circuit_39,1,1.743104424%
winter,un,circuit_38,1,1.743104424%
summer,un,circuit_38,1,1.743104424%
winter,un,circuit_37,1,1.743104424%
summer,un,circuit_37,1,1.743104424%
winter,un,circuit_35,1,1.743104424%
summer,un,circuit_35,1,1.743104424%
winter,un,circuit_34,1,1.743104424%
summer,un,circuit_34,1,1.743104424%
winter,un,circuit_33,1,1.743104424%
summer,un,circuit_33,1,1.743104424%
winter,un,circuit_32,1,1.743104424%
summer,un,circuit_32,1,1.743104424%
winter,un,circuit_31,1,1.743104424%
summer,un,circuit_31,1,1.743104424%
winter,un,circuit_30,1,1.743104424%
summer,un,circuit_30,1,1.743104424%
winter,un,circuit_29,1,1.743104424%
summer,un,circuit_29,1,1.743104424%
winter,un,circuit_28,1,1.743104424%
summer,un,circuit_28,1,1.743104424%
winter,un,circuit_27,1,1.743104424%
summer,un,circuit_27,1,1.743104424%
winter,un,circuit_26,1,1.743104424%
summer,un,circuit_26,1,1.743104424%
winter,un,circuit_25,1,1.743104424%
summer,un,circuit_25,1,1.743104424%
winter,un,circuit_24,1,1.743104424%
summer,un,circuit_24,1,1.743104424%
winter,un,circuit_23,1,1.743104424%
summer,un,circuit_23,1,1.743104424%
winter,un,circuit_22,1,1.743104424%
summer,un,circuit_22,1,1.743104424%
winter,un,circuit_21,1,1.743104424%
summer,un,circuit_21,1,1.743104424%
winter,un,circuit_20,1,1.743104424%
summer,un,circuit_20,1,1.743104424%
winter,un,circuit_19,1,1.743104424%
summer,un,circuit_19,1,1.743104424%
winter,un,circuit_18,1,1.743104424%
summer,un,circuit_18,1,1.743104424%
winter,un,circuit_17,1,1.743104424%
summer,un,circuit_17,1,1.743104424%
winter,un,circuit_16,1,1.743104424%
summer,un,circuit_16,1,1.743104424%
winter,un,circuit_15,1,1.743104424%
summer,un,circuit_15,1,1.743104424%
winter,un,circuit_14,1,1.743104424%
summer,un,circuit_14,1,1.743104424%
winter,un,circuit_11,1,1.743104424%
summer,un,circuit_11,1,1.743104424%
winter,un,circuit_10,1,1.743104424%
summer,un,circuit_10,1,1.743104424%
winter,un,circuit_9,1,1.743104424%
summer,un,circuit_9,1,1.743104424%
winter,un,circuit_8,1,1.743104424%
summer,un,circuit_8,1,1.743104424%
winter,un,circuit_7,1,1.743104424%
summer,un,circuit_7,1,1.743104424%
winter,un,circuit_6,1,1.743104424%
summer,un,circuit_6,1,1.743104424%
winter,un,circuit_5,1,1.743104424%
summer,un,circuit_5,1,1.743104424%
winter,un,circuit_4,1,1.743104424%
summer,un,circuit_4,1,1.743104424%
winter,un,circuit_3,1,1.743104424%
summer,un,circuit_3,1,1.743104424%
winter,un,circuit_2,1,1.743104424%
summer,un,circuit_2,1,1.743104424%
winter,un,circuit_1,1,1.743104424%
summer,un,circuit_1,1,1.743104424%
