Season,scenario (heating_assignment__FULL_combined.csv),Feeder,Mix,% of Total Count of scenario (heating_assignment__FULL_combined.csv)
winter,un,circuit_8,9,47.998058724%
summer,un,circuit_8,9,47.998058724%
winter,un,circuit_7,9,47.998058724%
summer,un,circuit_7,9,47.998058724%
winter,un,circuit_6,9,47.998058724%
summer,un,circuit_6,9,47.998058724%
winter,un,circuit_5,9,47.998058724%
summer,un,circuit_5,9,47.998058724%
winter,un,circuit_4,9,47.998058724%
summer,un,circuit_4,9,47.998058724%
winter,un,circuit_3,9,47.998058724%
summer,un,circuit_3,9,47.998058724%
winter,un,circuit_2,9,47.998058724%
summer,un,circuit_2,9,47.998058724%
winter,un,circuit_1,9,47.998058724%
summer,un,circuit_1,9,47.998058724%
winter,un,circuit_61,8,30.016986168%
summer,un,circuit_61,8,30.016986168%
winter,un,circuit_60,8,30.016986168%
summer,un,circuit_60,8,30.016986168%
winter,un,circuit_59,8,30.016986168%
summer,un,circuit_59,8,30.016986168%
winter,un,circuit_58,8,30.016986168%
summer,un,circuit_58,8,30.016986168%
winter,un,circuit_57,8,30.016986168%
summer,un,circuit_57,8,30.016986168%
winter,un,circuit_56,8,30.016986168%
summer,un,circuit_56,8,30.016986168%
winter,un,circuit_55,8,30.016986168%
summer,un,circuit_55,8,30.016986168%
winter,un,circuit_54,8,30.016986168%
summer,un,circuit_54,8,30.016986168%
winter,un,circuit_53,8,30.016986168%
summer,un,circuit_53,8,30.016986168%
winter,un,circuit_52,8,30.016986168%
summer,un,circuit_52,8,30.016986168%
winter,un,circuit_51,8,30.016986168%
summer,un,circuit_51,8,30.016986168%
winter,un,circuit_50,8,30.016986168%
summer,un,circuit_50,8,30.016986168%
winter,un,circuit_49,8,30.016986168%
summer,un,circuit_49,8,30.016986168%
winter,un,circuit_48,8,30.016986168%
summer,un,circuit_48,8,30.016986168%
winter,un,circuit_47,8,30.016986168%
summer,un,circuit_47,8,30.016986168%
winter,un,circuit_46,8,30.016986168%
summer,un,circuit_46,8,30.016986168%
winter,un,circuit_45,8,30.016986168%
summer,un,circuit_45,8,30.016986168%
winter,un,circuit_44,8,30.016986168%
summer,un,circuit_44,8,30.016986168%
winter,un,circuit_43,8,30.016986168%
summer,un,circuit_43,8,30.016986168%
winter,un,circuit_42,8,30.016986168%
summer,un,circuit_42,8,30.016986168%
winter,un,circuit_41,8,30.016986168%
summer,un,circuit_41,8,30.016986168%
winter,un,circuit_40,8,30.016986168%
summer,un,circuit_40,8,30.016986168%
winter,un,circuit_39,8,30.016986168%
summer,un,circuit_39,8,30.016986168%
winter,un,circuit_38,8,30.016986168%
summer,un,circuit_38,8,30.016986168%
winter,un,circuit_37,8,30.016986168%
summer,un,circuit_37,8,30.016986168%
winter,un,circuit_35,8,30.016986168%
summer,un,circuit_35,8,30.016986168%
winter,un,circuit_34,8,30.016986168%
summer,un,circuit_34,8,30.016986168%
winter,un,circuit_33,8,30.016986168%
summer,un,circuit_33,8,30.016986168%
winter,un,circuit_32,8,30.016986168%
summer,un,circuit_32,8,30.016986168%
winter,un,circuit_31,8,30.016986168%
summer,un,circuit_31,8,30.016986168%
winter,un,circuit_30,8,30.016986168%
summer,un,circuit_30,8,30.016986168%
winter,un,circuit_29,8,30.016986168%
summer,un,circuit_29,8,30.016986168%
winter,un,circuit_28,8,30.016986168%
summer,un,circuit_28,8,30.016986168%
winter,un,circuit_27,8,30.016986168%
summer,un,circuit_27,8,30.016986168%
winter,un,circuit_26,8,30.016986168%
summer,un,circuit_26,8,30.016986168%
winter,un,circuit_25,8,30.016986168%
summer,un,circuit_25,8,30.016986168%
winter,un,circuit_24,8,30.016986168%
summer,un,circuit_24,8,30.016986168%
winter,un,circuit_23,8,30.016986168%
summer,un,circuit_23,8,30.016986168%
winter,un,circuit_22,8,30.016986168%
summer,un,circuit_22,8,30.016986168%
winter,un,circuit_21,8,30.016986168%
summer,un,circuit_21,8,30.016986168%
winter,un,circuit_20,8,30.016986168%
summer,un,circuit_20,8,30.016986168%
winter,un,circuit_19,8,30.016986168%
summer,un,circuit_19,8,30.016986168%
winter,un,circuit_18,8,30.016986168%
summer,un,circuit_18,8,30.016986168%
winter,un,circuit_17,8,30.016986168%
summer,un,circuit_17,8,30.016986168%
winter,un,circuit_16,8,30.016986168%
summer,un,circuit_16,8,30.016986168%
winter,un,circuit_15,8,30.016986168%
summer,un,circuit_15,8,30.016986168%
winter,un,circuit_14,8,30.016986168%
summer,un,circuit_14,8,30.016986168%
winter,un,circuit_11,8,30.016986168%
summer,un,circuit_11,8,30.016986168%
winter,un,circuit_10,8,30.016986168%
summer,un,circuit_10,8,30.016986168%
winter,un,circuit_9,8,30.016986168%
summer,un,circuit_9,8,30.016986168%
winter,un,circuit_8,8,30.016986168%
summer,un,circuit_8,8,30.016986168%
winter,un,circuit_7,8,30.016986168%
summer,un,circuit_7,8,30.016986168%
winter,un,circuit_6,8,30.016986168%
summer,un,circuit_6,8,30.016986168%
winter,un,circuit_5,8,30.016986168%
summer,un,circuit_5,8,30.016986168%
winter,un,circuit_4,8,30.016986168%
summer,un,circuit_4,8,30.016986168%
winter,un,circuit_3,8,30.016986168%
summer,un,circuit_3,8,30.016986168%
winter,un,circuit_2,8,30.016986168%
summer,un,circuit_2,8,30.016986168%
winter,un,circuit_1,8,30.016986168%
summer,un,circuit_1,8,30.016986168%
winter,un,circuit_61,7,30.514438243%
summer,un,circuit_61,7,30.514438243%
winter,un,circuit_60,7,30.514438243%
summer,un,circuit_60,7,30.514438243%
winter,un,circuit_59,7,30.514438243%
summer,un,circuit_59,7,30.514438243%
winter,un,circuit_58,7,30.514438243%
summer,un,circuit_58,7,30.514438243%
winter,un,circuit_57,7,30.514438243%
summer,un,circuit_57,7,30.514438243%
winter,un,circuit_56,7,30.514438243%
summer,un,circuit_56,7,30.514438243%
winter,un,circuit_55,7,30.514438243%
summer,un,circuit_55,7,30.514438243%
winter,un,circuit_54,7,30.514438243%
summer,un,circuit_54,7,30.514438243%
winter,un,circuit_53,7,30.514438243%
summer,un,circuit_53,7,30.514438243%
winter,un,circuit_52,7,30.514438243%
summer,un,circuit_52,7,30.514438243%
winter,un,circuit_51,7,30.514438243%
summer,un,circuit_51,7,30.514438243%
winter,un,circuit_50,7,30.514438243%
summer,un,circuit_50,7,30.514438243%
winter,un,circuit_49,7,30.514438243%
summer,un,circuit_49,7,30.514438243%
winter,un,circuit_48,7,30.514438243%
summer,un,circuit_48,7,30.514438243%
winter,un,circuit_47,7,30.514438243%
summer,un,circuit_47,7,30.514438243%
winter,un,circuit_46,7,30.514438243%
summer,un,circuit_46,7,30.514438243%
winter,un,circuit_45,7,30.514438243%
summer,un,circuit_45,7,30.514438243%
winter,un,circuit_44,7,30.514438243%
summer,un,circuit_44,7,30.514438243%
winter,un,circuit_43,7,30.514438243%
summer,un,circuit_43,7,30.514438243%
winter,un,circuit_42,7,30.514438243%
summer,un,circuit_42,7,30.514438243%
winter,un,circuit_41,7,30.514438243%
summer,un,circuit_41,7,30.514438243%
winter,un,circuit_40,7,30.514438243%
summer,un,circuit_40,7,30.514438243%
winter,un,circuit_39,7,30.514438243%
summer,un,circuit_39,7,30.514438243%
winter,un,circuit_38,7,30.514438243%
summer,un,circuit_38,7,30.514438243%
winter,un,circuit_37,7,30.514438243%
summer,un,circuit_37,7,30.514438243%
winter,un,circuit_35,7,30.514438243%
summer,un,circuit_35,7,30.514438243%
winter,un,circuit_34,7,30.514438243%
summer,un,circuit_34,7,30.514438243%
winter,un,circuit_33,7,30.514438243%
summer,un,circuit_33,7,30.514438243%
winter,un,circuit_32,7,30.514438243%
summer,un,circuit_32,7,30.514438243%
winter,un,circuit_31,7,30.514438243%
summer,un,circuit_31,7,30.514438243%
winter,un,circuit_30,7,30.514438243%
summer,un,circuit_30,7,30.514438243%
winter,un,circuit_29,7,30.514438243%
summer,un,circuit_29,7,30.514438243%
winter,un,circuit_28,7,30.514438243%
summer,un,circuit_28,7,30.514438243%
winter,un,circuit_27,7,30.514438243%
summer,un,circuit_27,7,30.514438243%
winter,un,circuit_26,7,30.514438243%
summer,un,circuit_26,7,30.514438243%
winter,un,circuit_25,7,30.514438243%
summer,un,circuit_25,7,30.514438243%
winter,un,circuit_24,7,30.514438243%
summer,un,circuit_24,7,30.514438243%
winter,un,circuit_23,7,30.514438243%
summer,un,circuit_23,7,30.514438243%
winter,un,circuit_22,7,30.514438243%
summer,un,circuit_22,7,30.514438243%
winter,un,circuit_21,7,30.514438243%
summer,un,circuit_21,7,30.514438243%
winter,un,circuit_20,7,30.514438243%
summer,un,circuit_20,7,30.514438243%
winter,un,circuit_19,7,30.514438243%
summer,un,circuit_19,7,30.514438243%
winter,un,circuit_18,7,30.514438243%
summer,un,circuit_18,7,30.514438243%
winter,un,circuit_17,7,30.514438243%
summer,un,circuit_17,7,30.514438243%
winter,un,circuit_16,7,30.514438243%
summer,un,circuit_16,7,30.514438243%
winter,un,circuit_15,7,30.514438243%
summer,un,circuit_15,7,30.514438243%
winter,un,circuit_14,7,30.514438243%
summer,un,circuit_14,7,30.514438243%
winter,un,circuit_11,7,30.514438243%
summer,un,circuit_11,7,30.514438243%
winter,un,circuit_10,7,30.514438243%
summer,un,circuit_10,7,30.514438243%
winter,un,circuit_9,7,30.514438243%
summer,un,circuit_9,7,30.514438243%
winter,un,circuit_8,7,30.514438243%
summer,un,circuit_8,7,30.514438243%
winter,un,circuit_7,7,30.514438243%
summer,un,circuit_7,7,30.514438243%
winter,un,circuit_6,7,30.514438243%
summer,un,circuit_6,7,30.514438243%
winter,un,circuit_5,7,30.514438243%
summer,un,circuit_5,7,30.514438243%
winter,un,circuit_4,7,30.514438243%
summer,un,circuit_4,7,30.514438243%
winter,un,circuit_3,7,30.514438243%
summer,un,circuit_3,7,30.514438243%
winter,un,circuit_2,7,30.514438243%
summer,un,circuit_2,7,30.514438243%
winter,un,circuit_1,7,30.514438243%
summer,un,circuit_1,7,30.514438243%
winter,un,circuit_61,6,20.237806358%
summer,un,circuit_61,6,20.237806358%
winter,un,circuit_60,6,20.237806358%
summer,un,circuit_60,6,20.237806358%
winter,un,circuit_59,6,20.237806358%
summer,un,circuit_59,6,20.237806358%
winter,un,circuit_58,6,20.237806358%
summer,un,circuit_58,6,20.237806358%
winter,un,circuit_57,6,20.237806358%
summer,un,circuit_57,6,20.237806358%
winter,un,circuit_56,6,20.237806358%
summer,un,circuit_56,6,20.237806358%
winter,un,circuit_55,6,20.237806358%
summer,un,circuit_55,6,20.237806358%
winter,un,circuit_54,6,20.237806358%
summer,un,circuit_54,6,20.237806358%
winter,un,circuit_53,6,20.237806358%
summer,un,circuit_53,6,20.237806358%
winter,un,circuit_52,6,20.237806358%
summer,un,circuit_52,6,20.237806358%
winter,un,circuit_51,6,20.237806358%
summer,un,circuit_51,6,20.237806358%
winter,un,circuit_50,6,20.237806358%
summer,un,circuit_50,6,20.237806358%
winter,un,circuit_49,6,20.237806358%
summer,un,circuit_49,6,20.237806358%
winter,un,circuit_48,6,20.237806358%
summer,un,circuit_48,6,20.237806358%
winter,un,circuit_47,6,20.237806358%
summer,un,circuit_47,6,20.237806358%
winter,un,circuit_46,6,20.237806358%
summer,un,circuit_46,6,20.237806358%
winter,un,circuit_45,6,20.237806358%
summer,un,circuit_45,6,20.237806358%
winter,un,circuit_44,6,20.237806358%
summer,un,circuit_44,6,20.237806358%
winter,un,circuit_43,6,20.237806358%
summer,un,circuit_43,6,20.237806358%
winter,un,circuit_42,6,20.237806358%
summer,un,circuit_42,6,20.237806358%
winter,un,circuit_41,6,20.237806358%
summer,un,circuit_41,6,20.237806358%
winter,un,circuit_40,6,20.237806358%
summer,un,circuit_40,6,20.237806358%
winter,un,circuit_39,6,20.237806358%
summer,un,circuit_39,6,20.237806358%
winter,un,circuit_38,6,20.237806358%
summer,un,circuit_38,6,20.237806358%
winter,un,circuit_37,6,20.237806358%
summer,un,circuit_37,6,20.237806358%
winter,un,circuit_35,6,20.237806358%
summer,un,circuit_35,6,20.237806358%
winter,un,circuit_34,6,20.237806358%
summer,un,circuit_34,6,20.237806358%
winter,un,circuit_33,6,20.237806358%
summer,un,circuit_33,6,20.237806358%
winter,un,circuit_32,6,20.237806358%
summer,un,circuit_32,6,20.237806358%
winter,un,circuit_31,6,20.237806358%
summer,un,circuit_31,6,20.237806358%
winter,un,circuit_30,6,20.237806358%
summer,un,circuit_30,6,20.237806358%
winter,un,circuit_29,6,20.237806358%
summer,un,circuit_29,6,20.237806358%
winter,un,circuit_28,6,20.237806358%
summer,un,circuit_28,6,20.237806358%
winter,un,circuit_27,6,20.237806358%
summer,un,circuit_27,6,20.237806358%
winter,un,circuit_26,6,20.237806358%
summer,un,circuit_26,6,20.237806358%
winter,un,circuit_25,6,20.237806358%
summer,un,circuit_25,6,20.237806358%
winter,un,circuit_24,6,20.237806358%
summer,un,circuit_24,6,20.237806358%
winter,un,circuit_23,6,20.237806358%
summer,un,circuit_23,6,20.237806358%
winter,un,circuit_22,6,20.237806358%
summer,un,circuit_22,6,20.237806358%
winter,un,circuit_21,6,20.237806358%
summer,un,circuit_21,6,20.237806358%
winter,un,circuit_20,6,20.237806358%
summer,un,circuit_20,6,20.237806358%
winter,un,circuit_19,6,20.237806358%
summer,un,circuit_19,6,20.237806358%
winter,un,circuit_18,6,20.237806358%
summer,un,circuit_18,6,20.237806358%
winter,un,circuit_17,6,20.237806358%
summer,un,circuit_17,6,20.237806358%
winter,un,circuit_16,6,20.237806358%
summer,un,circuit_16,6,20.237806358%
winter,un,circuit_15,6,20.237806358%
summer,un,circuit_15,6,20.237806358%
winter,un,circuit_14,6,20.237806358%
summer,un,circuit_14,6,20.237806358%
winter,un,circuit_11,6,20.237806358%
summer,un,circuit_11,6,20.237806358%
winter,un,circuit_10,6,20.237806358%
summer,un,circuit_10,6,20.237806358%
winter,un,circuit_9,6,20.237806358%
summer,un,circuit_9,6,20.237806358%
winter,un,circuit_8,6,20.237806358%
summer,un,circuit_8,6,20.237806358%
winter,un,circuit_7,6,20.237806358%
summer,un,circuit_7,6,20.237806358%
winter,un,circuit_6,6,20.237806358%
summer,un,circuit_6,6,20.237806358%
winter,un,circuit_5,6,20.237806358%
summer,un,circuit_5,6,20.237806358%
winter,un,circuit_4,6,20.237806358%
summer,un,circuit_4,6,20.237806358%
winter,un,circuit_3,6,20.237806358%
summer,un,circuit_3,6,20.237806358%
winter,un,circuit_2,6,20.237806358%
summer,un,circuit_2,6,20.237806358%
winter,un,circuit_1,6,20.237806358%
summer,un,circuit_1,6,20.237806358%
winter,un,circuit_61,5,31.456766157%
summer,un,circuit_61,5,31.456766157%
winter,un,circuit_60,5,31.456766157%
summer,un,circuit_60,5,31.456766157%
winter,un,circuit_59,5,31.456766157%
summer,un,circuit_59,5,31.456766157%
winter,un,circuit_58,5,31.456766157%
summer,un,circuit_58,5,31.456766157%
winter,un,circuit_57,5,31.456766157%
summer,un,circuit_57,5,31.456766157%
winter,un,circuit_56,5,31.456766157%
summer,un,circuit_56,5,31.456766157%
winter,un,circuit_55,5,31.456766157%
summer,un,circuit_55,5,31.456766157%
winter,un,circuit_54,5,31.456766157%
summer,un,circuit_54,5,31.456766157%
winter,un,circuit_53,5,31.456766157%
summer,un,circuit_53,5,31.456766157%
winter,un,circuit_52,5,31.456766157%
summer,un,circuit_52,5,31.456766157%
winter,un,circuit_51,5,31.456766157%
summer,un,circuit_51,5,31.456766157%
winter,un,circuit_50,5,31.456766157%
summer,un,circuit_50,5,31.456766157%
winter,un,circuit_49,5,31.456766157%
summer,un,circuit_49,5,31.456766157%
winter,un,circuit_48,5,31.456766157%
summer,un,circuit_48,5,31.456766157%
winter,un,circuit_47,5,31.456766157%
summer,un,circuit_47,5,31.456766157%
winter,un,circuit_46,5,31.456766157%
summer,un,circuit_46,5,31.456766157%
winter,un,circuit_45,5,31.456766157%
summer,un,circuit_45,5,31.456766157%
winter,un,circuit_44,5,31.456766157%
summer,un,circuit_44,5,31.456766157%
winter,un,circuit_43,5,31.456766157%
summer,un,circuit_43,5,31.456766157%
winter,un,circuit_42,5,31.456766157%
summer,un,circuit_42,5,31.456766157%
winter,un,circuit_41,5,31.456766157%
summer,un,circuit_41,5,31.456766157%
winter,un,circuit_40,5,31.456766157%
summer,un,circuit_40,5,31.456766157%
winter,un,circuit_39,5,31.456766157%
summer,un,circuit_39,5,31.456766157%
winter,un,circuit_38,5,31.456766157%
summer,un,circuit_38,5,31.456766157%
winter,un,circuit_37,5,31.456766157%
summer,un,circuit_37,5,31.456766157%
winter,un,circuit_35,5,31.456766157%
summer,un,circuit_35,5,31.456766157%
winter,un,circuit_34,5,31.456766157%
summer,un,circuit_34,5,31.456766157%
winter,un,circuit_33,5,31.456766157%
summer,un,circuit_33,5,31.456766157%
winter,un,circuit_32,5,31.456766157%
summer,un,circuit_32,5,31.456766157%
winter,un,circuit_31,5,31.456766157%
summer,un,circuit_31,5,31.456766157%
winter,un,circuit_30,5,31.456766157%
summer,un,circuit_30,5,31.456766157%
winter,un,circuit_29,5,31.456766157%
summer,un,circuit_29,5,31.456766157%
winter,un,circuit_28,5,31.456766157%
summer,un,circuit_28,5,31.456766157%
winter,un,circuit_27,5,31.456766157%
summer,un,circuit_27,5,31.456766157%
winter,un,circuit_26,5,31.456766157%
summer,un,circuit_26,5,31.456766157%
winter,un,circuit_25,5,31.456766157%
summer,un,circuit_25,5,31.456766157%
winter,un,circuit_24,5,31.456766157%
summer,un,circuit_24,5,31.456766157%
winter,un,circuit_23,5,31.456766157%
summer,un,circuit_23,5,31.456766157%
winter,un,circuit_22,5,31.456766157%
summer,un,circuit_22,5,31.456766157%
winter,un,circuit_21,5,31.456766157%
summer,un,circuit_21,5,31.456766157%
winter,un,circuit_20,5,31.456766157%
summer,un,circuit_20,5,31.456766157%
winter,un,circuit_19,5,31.456766157%
summer,un,circuit_19,5,31.456766157%
winter,un,circuit_18,5,31.456766157%
summer,un,circuit_18,5,31.456766157%
winter,un,circuit_17,5,31.456766157%
summer,un,circuit_17,5,31.456766157%
winter,un,circuit_16,5,31.456766157%
summer,un,circuit_16,5,31.456766157%
winter,un,circuit_15,5,31.456766157%
summer,un,circuit_15,5,31.456766157%
winter,un,circuit_14,5,31.456766157%
summer,un,circuit_14,5,31.456766157%
winter,un,circuit_11,5,31.456766157%
summer,un,circuit_11,5,31.456766157%
winter,un,circuit_10,5,31.456766157%
summer,un,circuit_10,5,31.456766157%
winter,un,circuit_9,5,31.456766157%
summer,un,circuit_9,5,31.456766157%
winter,un,circuit_8,5,31.456766157%
summer,un,circuit_8,5,31.456766157%
winter,un,circuit_7,5,31.456766157%
summer,un,circuit_7,5,31.456766157%
winter,un,circuit_6,5,31.456766157%
summer,un,circuit_6,5,31.456766157%
winter,un,circuit_5,5,31.456766157%
summer,un,circuit_5,5,31.456766157%
winter,un,circuit_4,5,31.456766157%
summer,un,circuit_4,5,31.456766157%
winter,un,circuit_3,5,31.456766157%
summer,un,circuit_3,5,31.456766157%
winter,un,circuit_2,5,31.456766157%
summer,un,circuit_2,5,31.456766157%
winter,un,circuit_1,5,31.456766157%
summer,un,circuit_1,5,31.456766157%
winter,un,circuit_61,4,19.505783386%
summer,un,circuit_61,4,19.505783386%
winter,un,circuit_60,4,19.505783386%
summer,un,circuit_60,4,19.505783386%
winter,un,circuit_59,4,19.505783386%
summer,un,circuit_59,4,19.505783386%
winter,un,circuit_58,4,19.505783386%
summer,un,circuit_58,4,19.505783386%
winter,un,circuit_57,4,19.505783386%
summer,un,circuit_57,4,19.505783386%
winter,un,circuit_56,4,19.505783386%
summer,un,circuit_56,4,19.505783386%
winter,un,circuit_55,4,19.505783386%
summer,un,circuit_55,4,19.505783386%
winter,un,circuit_54,4,19.505783386%
summer,un,circuit_54,4,19.505783386%
winter,un,circuit_53,4,19.505783386%
summer,un,circuit_53,4,19.505783386%
winter,un,circuit_52,4,19.505783386%
summer,un,circuit_52,4,19.505783386%
winter,un,circuit_51,4,19.505783386%
summer,un,circuit_51,4,19.505783386%
winter,un,circuit_50,4,19.505783386%
summer,un,circuit_50,4,19.505783386%
winter,un,circuit_49,4,19.505783386%
summer,un,circuit_49,4,19.505783386%
winter,un,circuit_48,4,19.505783386%
summer,un,circuit_48,4,19.505783386%
winter,un,circuit_47,4,19.505783386%
summer,un,circuit_47,4,19.505783386%
winter,un,circuit_46,4,19.505783386%
summer,un,circuit_46,4,19.505783386%
winter,un,circuit_45,4,19.505783386%
summer,un,circuit_45,4,19.505783386%
winter,un,circuit_44,4,19.505783386%
summer,un,circuit_44,4,19.505783386%
winter,un,circuit_43,4,19.505783386%
summer,un,circuit_43,4,19.505783386%
winter,un,circuit_42,4,19.505783386%
summer,un,circuit_42,4,19.505783386%
winter,un,circuit_41,4,19.505783386%
summer,un,circuit_41,4,19.505783386%
winter,un,circuit_40,4,19.505783386%
summer,un,circuit_40,4,19.505783386%
winter,un,circuit_39,4,19.505783386%
summer,un,circuit_39,4,19.505783386%
winter,un,circuit_38,4,19.505783386%
summer,un,circuit_38,4,19.505783386%
winter,un,circuit_37,4,19.505783386%
summer,un,circuit_37,4,19.505783386%
winter,un,circuit_35,4,19.505783386%
summer,un,circuit_35,4,19.505783386%
winter,un,circuit_34,4,19.505783386%
summer,un,circuit_34,4,19.505783386%
winter,un,circuit_33,4,19.505783386%
summer,un,circuit_33,4,19.505783386%
winter,un,circuit_32,4,19.505783386%
summer,un,circuit_32,4,19.505783386%
winter,un,circuit_31,4,19.505783386%
summer,un,circuit_31,4,19.505783386%
winter,un,circuit_30,4,19.505783386%
summer,un,circuit_30,4,19.505783386%
winter,un,circuit_29,4,19.505783386%
summer,un,circuit_29,4,19.505783386%
winter,un,circuit_28,4,19.505783386%
summer,un,circuit_28,4,19.505783386%
winter,un,circuit_27,4,19.505783386%
summer,un,circuit_27,4,19.505783386%
winter,un,circuit_26,4,19.505783386%
summer,un,circuit_26,4,19.505783386%
winter,un,circuit_25,4,19.505783386%
summer,un,circuit_25,4,19.505783386%
winter,un,circuit_24,4,19.505783386%
summer,un,circuit_24,4,19.505783386%
winter,un,circuit_23,4,19.505783386%
summer,un,circuit_23,4,19.505783386%
winter,un,circuit_22,4,19.505783386%
summer,un,circuit_22,4,19.505783386%
winter,un,circuit_21,4,19.505783386%
summer,un,circuit_21,4,19.505783386%
winter,un,circuit_20,4,19.505783386%
summer,un,circuit_20,4,19.505783386%
winter,un,circuit_19,4,19.505783386%
summer,un,circuit_19,4,19.505783386%
winter,un,circuit_18,4,19.505783386%
summer,un,circuit_18,4,19.505783386%
winter,un,circuit_17,4,19.505783386%
summer,un,circuit_17,4,19.505783386%
winter,un,circuit_16,4,19.505783386%
summer,un,circuit_16,4,19.505783386%
winter,un,circuit_15,4,19.505783386%
summer,un,circuit_15,4,19.505783386%
winter,un,circuit_14,4,19.505783386%
summer,un,circuit_14,4,19.505783386%
winter,un,circuit_11,4,19.505783386%
summer,un,circuit_11,4,19.505783386%
winter,un,circuit_10,4,19.505783386%
summer,un,circuit_10,4,19.505783386%
winter,un,circuit_9,4,19.505783386%
summer,un,circuit_9,4,19.505783386%
winter,un,circuit_8,4,19.505783386%
summer,un,circuit_8,4,19.505783386%
winter,un,circuit_7,4,19.505783386%
summer,un,circuit_7,4,19.505783386%
winter,un,circuit_6,4,19.505783386%
summer,un,circuit_6,4,19.505783386%
winter,un,circuit_5,4,19.505783386%
summer,un,circuit_5,4,19.505783386%
winter,un,circuit_4,4,19.505783386%
summer,un,circuit_4,4,19.505783386%
winter,un,circuit_3,4,19.505783386%
summer,un,circuit_3,4,19.505783386%
winter,un,circuit_2,4,19.505783386%
summer,un,circuit_2,4,19.505783386%
winter,un,circuit_1,4,19.505783386%
summer,un,circuit_1,4,19.505783386%
winter,un,circuit_61,3,43.840491790%
summer,un,circuit_61,3,43.840491790%
winter,un,circuit_60,3,43.840491790%
summer,un,circuit_60,3,43.840491790%
winter,un,circuit_59,3,43.840491790%
summer,un,circuit_59,3,43.840491790%
winter,un,circuit_58,3,43.840491790%
summer,un,circuit_58,3,43.840491790%
winter,un,circuit_57,3,43.840491790%
summer,un,circuit_57,3,43.840491790%
winter,un,circuit_56,3,43.840491790%
summer,un,circuit_56,3,43.840491790%
winter,un,circuit_55,3,43.840491790%
summer,un,circuit_55,3,43.840491790%
winter,un,circuit_54,3,43.840491790%
summer,un,circuit_54,3,43.840491790%
winter,un,circuit_53,3,43.840491790%
summer,un,circuit_53,3,43.840491790%
winter,un,circuit_52,3,43.840491790%
summer,un,circuit_52,3,43.840491790%
winter,un,circuit_51,3,43.840491790%
summer,un,circuit_51,3,43.840491790%
winter,un,circuit_50,3,43.840491790%
summer,un,circuit_50,3,43.840491790%
winter,un,circuit_49,3,43.840491790%
summer,un,circuit_49,3,43.840491790%
winter,un,circuit_48,3,43.840491790%
summer,un,circuit_48,3,43.840491790%
winter,un,circuit_47,3,43.840491790%
summer,un,circuit_47,3,43.840491790%
winter,un,circuit_46,3,43.840491790%
summer,un,circuit_46,3,43.840491790%
winter,un,circuit_45,3,43.840491790%
summer,un,circuit_45,3,43.840491790%
winter,un,circuit_44,3,43.840491790%
summer,un,circuit_44,3,43.840491790%
winter,un,circuit_43,3,43.840491790%
summer,un,circuit_43,3,43.840491790%
winter,un,circuit_42,3,43.840491790%
summer,un,circuit_42,3,43.840491790%
winter,un,circuit_41,3,43.840491790%
summer,un,circuit_41,3,43.840491790%
winter,un,circuit_40,3,43.840491790%
summer,un,circuit_40,3,43.840491790%
winter,un,circuit_39,3,43.840491790%
summer,un,circuit_39,3,43.840491790%
winter,un,circuit_38,3,43.840491790%
summer,un,circuit_38,3,43.840491790%
winter,un,circuit_37,3,43.840491790%
summer,un,circuit_37,3,43.840491790%
winter,un,circuit_35,3,43.840491790%
summer,un,circuit_35,3,43.840491790%
winter,un,circuit_34,3,43.840491790%
summer,un,circuit_34,3,43.840491790%
winter,un,circuit_33,3,43.840491790%
summer,un,circuit_33,3,43.840491790%
winter,un,circuit_32,3,43.840491790%
summer,un,circuit_32,3,43.840491790%
winter,un,circuit_31,3,43.840491790%
summer,un,circuit_31,3,43.840491790%
winter,un,circuit_30,3,43.840491790%
summer,un,circuit_30,3,43.840491790%
winter,un,circuit_29,3,43.840491790%
summer,un,circuit_29,3,43.840491790%
winter,un,circuit_28,3,43.840491790%
summer,un,circuit_28,3,43.840491790%
winter,un,circuit_27,3,43.840491790%
summer,un,circuit_27,3,43.840491790%
winter,un,circuit_26,3,43.840491790%
summer,un,circuit_26,3,43.840491790%
winter,un,circuit_25,3,43.840491790%
summer,un,circuit_25,3,43.840491790%
winter,un,circuit_24,3,43.840491790%
summer,un,circuit_24,3,43.840491790%
winter,un,circuit_23,3,43.840491790%
summer,un,circuit_23,3,43.840491790%
winter,un,circuit_22,3,43.840491790%
summer,un,circuit_22,3,43.840491790%
winter,un,circuit_21,3,43.840491790%
summer,un,circuit_21,3,43.840491790%
winter,un,circuit_20,3,43.840491790%
summer,un,circuit_20,3,43.840491790%
winter,un,circuit_19,3,43.840491790%
summer,un,circuit_19,3,43.840491790%
winter,un,circuit_18,3,43.840491790%
summer,un,circuit_18,3,43.840491790%
winter,un,circuit_17,3,43.840491790%
summer,un,circuit_17,3,43.840491790%
winter,un,circuit_16,3,43.840491790%
summer,un,circuit_16,3,43.840491790%
winter,un,circuit_15,3,43.840491790%
summer,un,circuit_15,3,43.840491790%
winter,un,circuit_14,3,43.840491790%
summer,un,circuit_14,3,43.840491790%
winter,un,circuit_11,3,43.840491790%
summer,un,circuit_11,3,43.840491790%
winter,un,circuit_10,3,43.840491790%
summer,un,circuit_10,3,43.840491790%
winter,un,circuit_9,3,43.840491790%
summer,un,circuit_9,3,43.840491790%
