Source_File,State,Matched_Buildings,Tolerance
res_427.parquet,MT,"[12002, 16356, 26775, 32107, 41077, 58320, 64056, 68202, 76376, 77673, 85763, 116394, 129560, 174711, 177757, 200799, 203519, 222349, 231960, 245664, 271426, 286322, 296672, 327264, 329677, 363269, 370278, 372207, 395250, 416319, 433628, 436719, 481305, 506438, 530139, 542868, 549539]",30
res_430.parquet,MT,"[150214, 182543, 306909]",15
res_431.parquet,MT,[429139],30
res_433.parquet,MT,"[35532, 71775, 74792, 172290, 232048, 245711, 380717, 395454, 404276, 441904, 458847, 468338, 539430]",20
res_436.parquet,MT,"[42443, 143261, 159510, 202377, 210194, 282869, 458539]",5
res_439.parquet,MT,[424723],15
res_450.parquet,MT,"[63604, 80129, 124863, 136303, 201877, 210280, 244015, 310544, 544168]",15
res_451.parquet,MT,"[57049, 154106, 216380, 225460, 260286, 273552, 301875, 421409, 460187, 486622, 497181]",30
res_452.parquet,MT,[26375],20
res_453.parquet,MT,"[88623, 267760, 403636, 487485]",5
res_454.parquet,MT,"[153908, 225795, 276587]",15
res_455.parquet,MT,"[3209, 80723, 244567, 270956, 338628]",5
res_457.parquet,MT,"[88697, 324393]",10
res_46.parquet,MT,"[44732, 160384, 195301, 202373, 215981, 268372, 301570, 338150, 358788, 400382, 406129, 439711, 475383, 500436, 538346]",10
