Source_File,State,Matched_Buildings,Tolerance
com_13637.parquet,MT,"[184107, 184151, 184246, 184551, 184652, 184704, 184720, 184821]",50.0
com_13638.parquet,MT,[184910],30.0
com_13641.parquet,MT,[184874],10.0
com_13645.parquet,MT,[184445],30.0
com_13647.parquet,MT,[185020],45.0
com_13649.parquet,MT,[184382],20.0
com_13650.parquet,MT,"[184652, 184821]",35.0
com_13652.parquet,MT,"[184264, 184276, 184983]",15.0
com_13653.parquet,MT,"[184213, 184394]",30.0
com_13655.parquet,MT,"[184287, 184929]",40.0
com_13657.parquet,MT,[184294],25.0
com_13661.parquet,MT,"[184717, 184831]",25.0
com_13663.parquet,MT,"[184323, 184811, 184934]",15.0
com_13666.parquet,MT,"[184148, 184223, 184365, 184646, 184897]",45.0
com_13676.parquet,MT,[184157],25.0
com_13680.parquet,MT,"[184561, 184654, 184946]",15.0
com_13682.parquet,MT,"[184270, 184633, 184727]",25.0
com_13683.parquet,MT,"[184258, 184340, 184560, 184798]",20.0
com_13685.parquet,MT,"[184127, 184293, 184331, 184362, 184467, 184488, 184502, 184570, 184714, 184788, 184852, 184927]",20.0
com_13686.parquet,MT,"[184844, 184940]",45.0
com_13687.parquet,MT,[184544],35.0
com_13689.parquet,MT,"[184508, 184578, 184587, 184901]",30.0
com_13694.parquet,MT,"[184261, 185022]",25.0
com_13697.parquet,MT,[184377],25.0
com_13705.parquet,MT,[184897],15.0
com_13712.parquet,MT,"[184313, 184571]",20.0
com_13714.parquet,MT,"[184313, 184581]",20.0
com_13718.parquet,MT,"[184294, 184450]",35.0
com_13719.parquet,MT,"[184181, 184202, 184444, 184617, 184884]",20.0
com_13720.parquet,MT,"[184546, 184600, 184845]",40.0
com_13723.parquet,MT,"[184184, 184961]",15.0
com_13730.parquet,MT,"[184386, 184856, 184938]",10.0
com_13732.parquet,MT,[184358],20.0
com_13734.parquet,MT,"[184313, 184581]",25.0
com_13736.parquet,MT,"[184194, 184338, 184704, 184720]",20.0
com_13738.parquet,MT,[184372],20.0
com_13740.parquet,MT,"[184213, 184221, 184233, 184495, 185024]",20.0
com_13747.parquet,MT,"[184200, 184297, 184313, 184571]",25.0
com_13750.parquet,MT,"[184492, 184920]",20.0
com_13755.parquet,MT,"[184362, 184395, 184488, 184856]",15.0
com_13759.parquet,MT,"[184488, 184570, 184714, 184852]",15.0
com_13760.parquet,MT,"[184608, 184653, 184656, 184689, 184788]",20.0
com_13766.parquet,MT,"[184300, 184394]",10.0
com_13769.parquet,MT,[184897],40.0
com_13777.parquet,MT,"[184234, 184291, 184427, 184466, 184798]",20.0
com_13779.parquet,MT,"[184116, 184933]",25.0
com_13781.parquet,MT,"[184106, 184395, 184558, 184582, 184714, 184766, 184852]",15.0
com_13786.parquet,MT,"[184297, 184381, 184505, 184828, 184829, 184857, 184867, 184908]",25.0
com_13787.parquet,MT,"[184424, 184692]",35.0
com_13788.parquet,MT,[184151],10.0
com_13791.parquet,MT,"[184172, 184207]",30.0
com_13793.parquet,MT,"[184154, 184732, 184737, 185001]",20.0
com_13795.parquet,MT,"[184313, 184579, 184581]",15.0
com_13797.parquet,MT,[184551],25.0
com_13800.parquet,MT,[184451],30.0
com_13801.parquet,MT,[184441],20.0
com_13802.parquet,MT,"[184196, 184554, 184799, 184916, 184953]",15.0
com_13804.parquet,MT,"[184772, 184996]",25.0
com_13807.parquet,MT,[],
com_13809.parquet,MT,[184157],25.0
com_13810.parquet,MT,"[184223, 184365, 184551, 184710, 184897]",40.0
com_13811.parquet,MT,"[184444, 184617, 184925, 184930]",20.0
com_13815.parquet,MT,"[184310, 184560, 184922, 184973]",25.0
com_13824.parquet,MT,"[184196, 184857]",20.0
com_13828.parquet,MT,[],
com_13831.parquet,MT,"[184435, 184558, 184582, 184766]",15.0
com_13833.parquet,MT,[184831],25.0
com_13837.parquet,MT,[184313],15.0
com_13842.parquet,MT,[184717],30.0
com_13847.parquet,MT,[184224],25.0
com_13849.parquet,MT,[184488],10.0
com_13852.parquet,MT,"[184340, 184560]",20.0
com_13853.parquet,MT,"[184220, 184744, 184767]",50.0
com_13854.parquet,MT,[184805],30.0
com_13858.parquet,MT,[184349],20.0
com_13860.parquet,MT,"[184336, 184546, 184600, 184996]",30.0
com_13868.parquet,MT,[184207],45.0
com_13875.parquet,MT,"[184179, 184318, 184669, 184700, 184889, 184918]",30.0
com_13880.parquet,MT,[184471],30.0
com_13882.parquet,MT,[184133],15.0
com_13884.parquet,MT,[184207],35.0
com_13886.parquet,MT,[184207],40.0
com_13887.parquet,MT,"[184693, 184777]",25.0
com_13891.parquet,MT,[184809],40.0
com_13893.parquet,MT,[184897],40.0
com_13894.parquet,MT,"[184370, 184561, 184608, 184656, 184788]",15.0
com_13898.parquet,MT,[184301],15.0
com_13899.parquet,MT,[184432],25.0
com_13904.parquet,MT,"[184227, 184553, 184641, 184836]",35.0
com_13905.parquet,MT,"[184151, 184432]",15.0
com_13910.parquet,MT,[184717],25.0
com_13922.parquet,MT,"[184386, 184496, 184714, 184749, 184852]",15.0
com_13925.parquet,MT,"[184567, 184717, 184786, 184831]",35.0
com_13932.parquet,MT,[184766],10.0
com_13939.parquet,MT,"[184167, 184168, 184197, 184480, 184561, 184608, 184654, 184656, 184689, 184788, 184843, 184946, 185028]",25.0
com_13940.parquet,MT,[184157],30.0
com_13941.parquet,MT,"[184184, 184590, 184705, 184813, 184833, 184979]",30.0
com_13948.parquet,MT,[184581],15.0
com_13949.parquet,MT,"[184182, 184798]",15.0
com_13956.parquet,MT,[184349],20.0
com_13957.parquet,MT,"[184549, 184646]",30.0
com_13960.parquet,MT,"[184151, 184338, 184382, 184436, 184649, 184863]",20.0
com_13962.parquet,MT,[184463],25.0
com_13964.parquet,MT,"[184207, 184897]",25.0
com_13965.parquet,MT,"[184138, 184204, 184613, 184950]",30.0
com_13968.parquet,MT,"[184135, 184138, 184169, 184613]",50.0
com_13969.parquet,MT,"[184133, 184238, 184264, 184276, 184324, 184496, 184510, 184612, 184827, 184983, 185005]",20.0
com_13973.parquet,MT,"[184384, 184657, 185012]",50.0
com_13977.parquet,MT,"[184157, 184712]",35.0
com_13978.parquet,MT,"[184145, 184157, 184557, 184967]",40.0
com_13979.parquet,MT,"[184145, 184557, 184996]",35.0
com_13980.parquet,MT,"[184181, 184202, 184444, 184617, 184884]",20.0
com_13983.parquet,MT,[184887],15.0
com_13989.parquet,MT,[184488],15.0
com_13990.parquet,MT,"[184795, 184910]",25.0
com_13991.parquet,MT,"[184193, 184288, 184782, 184866]",25.0
com_13993.parquet,MT,[184441],25.0
com_13995.parquet,MT,[184151],10.0
com_13996.parquet,MT,"[184134, 184377, 184508, 184861]",20.0
com_13997.parquet,MT,"[184126, 184270, 184633, 184718, 184727]",25.0
com_14002.parquet,MT,"[184246, 184551, 184935]",30.0
com_14004.parquet,MT,[184313],20.0
com_14007.parquet,MT,"[184182, 184234, 184305, 184340, 184380]",25.0
com_14010.parquet,MT,[184617],15.0
