 S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
2019.05,8.84477,1995.040545873159,310.4450399380343,2059.18,8.82504,2034.8022484997362,315.9146750317523,2123.06,8.8786,2097.6206060634927,327.6759933498732,6127.463400436388,954.0357083196598,6201.289531737448,6201.289999999999,2.0,11,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1999.12,8.88171,1975.1489562860872,308.6541347236096,2059.54,9.02269,2034.0558961014995,322.98858050204456,2104.06,9.10127,2077.5705175580565,332.82011383561166,6086.7753699456425,964.4628290612659,6162.712304887985,6162.719999999999,3.0,12,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1985.53,8.80401,1962.1358340855793,303.8952936412273,1982.22,9.02362,1957.6875835547758,310.89460206871155,2076.51,9.096,2050.3975666781685,328.27366428065335,5970.220984318523,943.0635599905922,6044.245815631539,6044.26,3.0,13,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1975.42,8.69075,1952.7388081764916,298.4883974988905,1994.88,9.06765,1969.9498801459777,314.3941540691375,2050.84,9.06536,2025.2234616864014,323.1325360203602,5947.91215000887,936.0150875883883,6021.111457896809,6021.14,3.0,14,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1955.86,9.99584,1926.1707459130514,339.4916746972726,1954.32,10.3772,1922.3536330218765,352.02723191195446,2030.41,10.3565,1997.3310491090176,365.01157291936846,5845.855428043946,1056.5304795285956,5940.56245988238,5940.59,3.0,15,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1948.96,10.1078,1918.7107710374933,342.0439426516846,1947.12,10.5084,1914.4632535956018,355.11511518399516,2021.61,10.4226,1988.2538181600912,365.7235932665797,5821.427842793186,1062.8826511022594,5917.663530386118,5917.69,4.0,16,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1948.22,9.32668,1922.4652290184695,315.73503387328407,1948.33,9.99205,1918.777414648004,338.0577198300936,2062.2,9.85077,2031.7963427807952,352.80654963107656,5873.038986447269,1006.5993033344542,5958.676790513392,5958.75,4.0,17,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1951.39,9.22762,1926.1372143434678,312.9191007611811,1964.83,9.80884,1936.1073794748015,334.7314506335148,2082.02,9.79256,2051.684952576743,354.11316802706915,5913.929546395012,1001.763719421765,5998.174157964541,5998.24,4.0,18,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1934.87,8.96521,1911.2319747866995,301.51990888319796,1926.69,9.35393,1901.0711280903615,313.1499992675083,2069.2,9.49289,2040.8645307643546,341.26325185696464,5853.167633641416,955.933160007671,5930.714927722433,5930.76,4.0,19,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2016.76,9.11864,1991.272794232298,319.6147001473736,2030.46,9.43829,2002.9732421933988,332.96546766483715,2167.13,9.65602,2136.4272083221736,363.49858382217144,6130.67324474787,1016.0787516343821,6214.303698998807,6214.35,5.0,20,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2004.81,9.00886,1980.0789412244326,313.9275754366449,2010.2,9.17395,1984.4872390087346,320.49093311900356,2142.43,9.60923,2112.3699049962447,357.63066055101524,6076.936085229412,992.0491691066637,6157.378804157544,6157.4400000000005,5.0,21,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2081.92,9.27326,2054.7114491496513,335.4873278282512,2055.13,9.39282,2027.5760931847947,335.40200244704175,2202.75,9.7571,2170.8873665775413,373.3036353078125,6253.174908911988,1044.1929655831054,6339.758306971938,6339.8,5.0,22,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2505.57,11.6252,2454.172531426092,504.8942571406895,2370.91,11.0112,2327.2612290722814,452.8458896324159,2487.86,11.0525,2441.7150073036437,476.94360537506634,7223.148767802018,1434.6837521481716,7364.25119007206,7364.34,5.0,23,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2148.99,10.3432,2114.068793420603,385.83825210203776,2144.62,10.5633,2108.275071096893,393.155400562411,2285.76,10.799,2245.2803812809,428.26952615741334,6467.624245798395,1207.263178821862,6579.334903147759,6579.37,6.0,24,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2260.48,11.3134,2216.5561723187902,443.450747384052,2146.45,10.582,2109.9455194554403,394.17953705121755,2322.78,11.2131,2278.4398029691256,451.68461634863473,6604.941494743356,1289.3149007839042,6729.605119348832,6729.710000000001,6.0,25,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2574.28,11.9908,2518.1117140538463,534.8185804034861,2400.45,11.213,2354.6279533127354,466.78410853228337,2569.6,11.6094,2517.0317588719295,517.1027797547404,7389.771426238511,1518.7054686905099,7544.215534612039,7544.33,6.0,26,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
